GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
5686	1	0.6863712	0.388	-0.4037845	-0.1566659	585.02	PSMA5	proteasome 20S subunit alpha 5
284612	1	0.19237054	0.461	-1.3035984	-0.60103629	26.59	SYPL2	synaptophysin like 2
127002	1	0.26353996	0.463	1.1180633	0.51820737	241.94	ATXN7L2	ataxin 7 like 2
284613	1	0.65196766	0.224	-0.4510304	-0.10087588	227.28	CYB561D1	cytochrome b561 family member D1
57463	1	0.67384715	0.321	-0.4208739	-0.13500861	1056.08	AMIGO1	adhesion molecule with Ig like domain 1
83873	1	0.59335109	0.258	0.5339862	0.13772066	246.24	GPR61	G protein-coupled receptor 61
2773	1	0.39677628	0.172	-0.8473927	-0.14566648	864.89	GNAI3	G protein subunit alpha i3
2780	1	0.90064184	0.322	-0.1248506	-0.04022076	55.15	GNAT2	G protein subunit alpha transducin 2
271	1	0.93594757	0.197	-0.0803642	-0.01585814	1220.71	AMPD2	adenosine monophosphate deaminase 2
2948	1	0.2062267	0.267	1.2640093	0.33777899	322.11	GSTM4	glutathione S-transferase mu 4
2946	1	0.70460593	0.446	0.3791103	0.16899934	362.81	GSTM2	glutathione S-transferase mu 2
2944	1	0.72080456	0.741	0.3573837	0.26498486	168.08	GSTM1	glutathione S-transferase mu 1
2949	1	0.04032961	0.573	-2.050357	-1.17413924	258.79	GSTM5	glutathione S-transferase mu 5
2947	1	0.80677177	0.43	-0.2445928	-0.1052371	1143.4	GSTM3	glutathione S-transferase mu 3
1435	1	0.41436324	0.288	-0.8162394	-0.23492855	361.02	CSF1	colony stimulating factor 1
10768	1	0.32294699	0.336	-0.98842	-0.33173582	6487.71	AHCYL1	adenosylhomocysteinase like 1
85369	1	0.54772506	0.252	0.6011726	0.15151398	1054.57	STRIP1	striatin interacting protein 1
257	1	0.60436567	0.262	0.5181327	0.13587638	74.51	ALX3	ALX homeobox 3
388662	1	0.72100606	0.218	0.3571145	0.07774562	3055.13	SLC6A17	solute carrier family 6 member 17
105378897	1	0.8919316	0.302	0.1358605	0.04107941	192.62	SLC6A17-AS1	SLC6A17 antisense RNA 1
100873974	1	0.91003726	0.617	0.1129915	0.06975572	6.7	KCNC4-DT	KCNC4 divergent transcript
3749	1	0.78242357	0.269	-0.2761621	-0.07424962	983.11	KCNC4	potassium voltage-gated channel subfamily C member 4
440600	1	0.58512822	0.403	0.5459094	0.2200702	21.26	RBM15-AS1	RBM15 antisense RNA 1
64783	1	0.45254314	0.289	0.751182	0.21741755	582.55	RBM15	RNA binding motif protein 15
9122	1	0.90709218	0.274	0.1167071	0.03191967	143.78	SLC16A4	solute carrier family 16 member 4
10542	1	0.82774397	0.383	0.2175959	0.08342822	284.44	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
101410535	1	0.68023014	0.504	-0.4121491	-0.20755131	10.39	LAMTOR5-AS1	LAMTOR5 antisense RNA 1
3737	1	0.71750769	0.383	-0.3617917	-0.13873279	6875.21	KCNA2	potassium voltage-gated channel subfamily A member 2
107985174	1	0.12587433	0.465	1.5305755	0.71124919	12.65	LOC107985174	uncharacterized LOC107985174
3738	1	0.8647818	0.364	0.1702904	0.06197836	776.09	KCNA3	potassium voltage-gated channel subfamily A member 3
963	1	0.51049558	0.507	0.6580662	0.33374377	331.95	CD53	CD53 molecule
55791	1	0.74493221	0.237	-0.3253288	-0.07709814	326.2	LRIF1	ligand dependent nuclear receptor interacting factor 1
128338	1	0.82089116	0.433	-0.2263989	-0.09813682	241.33	DRAM2	DNA damage regulated autophagy modulator 2
10390	1	0.77070464	0.373	-0.2914533	-0.10860359	488.77	CEPT1	choline/ethanolamine phosphotransferase 1
79961	1	0.46862635	0.339	0.7247159	0.24552129	54.88	DENND2D	DENN domain containing 2D
128344	1	0.90267421	0.596	-0.1222839	-0.07289391	81.86	PIFO	primary cilia formation
5016	1	0.53225764	0.253	0.6245634	0.15785737	175.97	OVGP1	oviductal glycoprotein 1
79084	1	0.68901566	0.194	-0.4001912	-0.07778583	339.65	WDR77	WD repeat domain 77
515	1	0.53595759	0.342	-0.6189374	-0.2117224	1269.22	ATP5PB	ATP synthase peripheral stalk-membrane subunit b
128346	1	0.7413505	0.261	0.3300655	0.08603786	555.69	C1orf162	chromosome 1 open reading frame 162
57413	1	0.18870324	0.405	1.314425	0.53188547	164.65	TMIGD3	transmembrane and immunoglobulin domain containing 3
140	1	0.84030507	0.488	-0.2015033	-0.09828319	83.97	ADORA3	adenosine A3 receptor
5906	1	0.33215413	0.394	-0.9697841	-0.38221838	993.87	RAP1A	RAP1A, member of RAS oncogene family
107985184	1	0.77784733	0.5	-0.2821254	-0.14116198	14.1	LOC107985184	uncharacterized LOC107985184
55924	1	0.17970638	0.191	-1.3416597	-0.25679897	889.7	INKA2	inka box actin regulator 2
100506343	1	0.78204631	0.365	-0.2766533	-0.1011054	27.67	INKA2-AS1	INKA2 antisense RNA 1
101928718	1	0.49647448	0.391	-0.6800474	-0.26607743	28.04	LOC101928718	uncharacterized LOC101928718
11218	1	0.89041919	0.205	0.1377738	0.02822719	287.78	DDX20	DEAD-box helicase 20
3752	1	0.71496092	0.177	-0.3652016	-0.06457212	3529.31	KCND3	potassium voltage-gated channel subfamily D member 3
100874295	1	0.56016517	0.385	0.5825962	0.22416205	33.24	KCND3-IT1	KCND3 intronic transcript 1
100873995	1	0.46318303	0.265	-0.7336156	-0.19445872	64.65	KCND3-AS1	KCND3 antisense RNA 1
643355	1	0.35190193	0.292	-0.9309065	-0.27226132	107.12	LINC01750	long intergenic non-protein coding RNA 1750
105378909	1	0.65829435	0.46	-0.4422693	-0.2034328	118.71	LINC02884	long intergenic non-protein coding RNA 2884
55917	1	0.6802795	0.152	0.4120818	0.06245921	682.08	CTTNBP2NL	CTTNBP2 N-terminal like
7482	1	0.43569915	0.292	-0.7794764	-0.22753984	413	WNT2B	Wnt family member 2B
54879	1	0.76628739	0.172	-0.2972346	-0.05106944	576.12	ST7L	suppression of tumorigenicity 7 like
829	1	0.82669226	0.373	-0.2189458	-0.08155744	1137.04	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1
4343	1	0.20231463	0.38	1.2749848	0.48425244	522.96	MOV10	Mov10 RISC complex RNA helicase
389	1	0.48440194	0.335	-0.6992402	-0.2338983	338.85	RHOC	ras homolog family member C
333926	1	0.10835559	0.343	-1.6056284	-0.55126703	54.28	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J
100996702	1	0.18287451	0.432	1.3319564	0.57548884	14.82	LINC01356	long intergenic non-protein coding RNA 1356
105378911	1	0.81636209	0.432	-0.2322265	-0.10041578	32.91	LOC105378911	uncharacterized LOC105378911
6566	1	0.53669731	0.429	-0.617815	-0.26491019	1096.31	SLC16A1	solute carrier family 16 member 1
246182	1	0.59031521	0.435	0.5383793	0.23412953	24.82	AKR7A2P1	AKR7A2 pseudogene 1
100506392	1	0.31965138	0.421	0.9951746	0.41892335	76.03	SLC16A1-AS1	SLC16A1 antisense RNA 1
107985189	1	0.54594577	0.355	0.6038464	0.21451812	70.51	LOC107985189	uncharacterized LOC107985189
100996251	1	0.44060071	0.608	-0.7711792	-0.46921897	68.25	LRIG2-DT	LRIG2 divergent transcript
9860	1	0.3003442	0.186	-1.0356956	-0.19255988	1253.4	LRIG2	leucine rich repeats and immunoglobulin like domains 2
260425	1	0.54748596	0.149	0.6015316	0.08944214	1769.33	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3
10745	1	0.60431049	0.17	0.5182118	0.08806899	725.95	PHTF1	putative homeodomain transcription factor 1
54665	1	0.96801337	0.262	-0.0401	-0.01052493	1035.55	RSBN1	round spermatid basic protein 1
100287722	1	0.86524728	0.209	0.1696985	0.0354395	94.26	AP4B1-AS1	AP4B1 antisense RNA 1
26191	1	0.11364181	0.459	1.582034	0.72569179	28.42	PTPN22	protein tyrosine phosphatase non-receptor type 22
440603	1	0.74506953	0.407	-0.3251474	-0.13244019	36.57	BCL2L15	BCL2 like 15
10717	1	0.80765687	0.155	0.2434499	0.03766591	381.57	AP4B1	adaptor related protein complex 4 subunit beta 1
64858	1	0.68423464	0.206	-0.4066914	-0.08380377	117.17	DCLRE1B	DNA cross-link repair 1B
101928846	1	0.58514374	0.31	0.5458868	0.16916441	22.99	HIPK1-AS1	HIPK1 antisense RNA 1
204851	1	0.20692627	0.216	-1.2620626	-0.27244055	3091.15	HIPK1	homeodomain interacting protein kinase 1
56944	1	0.9604542	0.484	-0.0495836	-0.02398673	77.32	OLFML3	olfactomedin like 3
148281	1	0.95162642	0.286	0.0606645	0.0173693	68.37	SYT6	synaptotagmin 6
51592	1	0.58620293	0.15	0.5443467	0.08157672	2583.6	TRIM33	tripartite motif containing 33
105378913	1	0.79529844	0.531	-0.2594365	-0.13777996	12.18	LOC105378913	
10286	1	0.81970862	0.351	-0.2279198	-0.07996555	482.62	BCAS2	BCAS2 pre-mRNA processing factor
163259	1	0.4415626	0.364	0.7695572	0.28038648	60.03	DENND2C	DENN domain containing 2C
4893	1	0.39701638	0.35	-0.8469619	-0.29670731	542.69	NRAS	NRAS proto-oncogene, GTPase
7812	1	0.57576015	0.296	-0.5595885	-0.16568766	6081.51	CSDE1	cold shock domain containing E1
80143	1	0.38896898	0.332	-0.8614886	-0.28611333	609.94	SIKE1	suppressor of IKBKE 1
10100	1	0.38635528	0.502	0.866246	0.43491634	43.65	TSPAN2	tetraspanin 2
4803	1	0.1438716	0.568	1.4615244	0.83057986	10.94	NGF	nerve growth factor
81839	1	0.33214305	0.336	-0.9698063	-0.32579809	61.18	VANGL1	VANGL planar cell polarity protein 1
845	1	0.33213585	0.393	0.9698207	0.38138225	20.41	CASQ2	calsequestrin 2
4808	1	0.53762489	0.382	0.6164086	0.23571347	55.86	NHLH2	nescient helix-loop-helix 2
101928995	1	0.90555725	0.583	0.1186442	0.06915777	20.85	LINC01649	long intergenic non-protein coding RNA 1649
101928977	1	0.44414859	0.407	-0.7652065	-0.31116836	21.91	LOC101928977	uncharacterized LOC101928977
55356	1	0.38838409	0.292	-0.8625515	-0.25150256	914.49	SLC22A15	solute carrier family 22 member 15
126868	1	0.81661011	0.533	0.2319072	0.12352591	15.69	MAB21L3	mab-21 like 3
107985190	1	0.24992858	0.641	1.1505229	0.73778377	14.64	LINC01779	long intergenic non-protein coding RNA 1779
476	1	0.46249342	0.343	-0.7347473	-0.25170235	8283.96	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
84852	1	0.54311584	0.333	-0.608108	-0.20267597	1251.23	ATP1A1-AS1	ATP1A1 antisense RNA 1
112268235	1	0.86294842	0.4	0.1726222	0.06906127	23.8	LOC112268235	uncharacterized LOC112268235
965	1	0.75714808	0.496	-0.309228	-0.15340867	62.05	CD58	CD58 molecule
3321	1	0.95482743	0.291	0.0566457	0.01649969	454.94	IGSF3	immunoglobulin superfamily member 3
105378924	1	0.88529541	0.333	0.1442597	0.0480823	30.27	LOC105378924	uncharacterized LOC105378924
5738	1	0.54024109	0.217	-0.6124485	-0.13269241	469.55	PTGFRN	prostaglandin F2 receptor inhibitor
9398	1	0.79630878	0.299	-0.2581271	-0.07709643	141.36	CD101	CD101 molecule
101929099	1	0.49222599	0.51	0.6867727	0.35052377	10.33	CD101-AS1	CD101 antisense RNA 1
8458	1	0.75283102	0.364	0.3149086	0.11455237	374.07	TTF2	transcription termination factor 2
80263	1	0.12509189	0.454	1.5337471	0.69668465	200.9	TRIM45	tripartite motif containing 45
10905	1	0.7552507	0.188	0.3117235	0.05874009	4641.44	MAN1A2	mannosidase alpha class 1A member 2
54855	1	0.56119233	0.391	0.5810714	0.22712835	41.64	TENT5C	terminal nucleotidyltransferase 5C
54834	1	0.50799157	0.221	-0.6619682	-0.14653702	1300.31	GDAP2	ganglioside induced differentiation associated protein 2
10885	1	0.74286784	0.266	-0.328058	-0.08720649	470.31	WDR3	WD repeat domain 3
200162	1	0.88224255	0.261	0.148127	0.03861605	48.25	SPAG17	sperm associated antigen 17
6913	1	0.41568262	0.543	0.8139343	0.44156936	28.4	TBX15	T-box transcription factor 15
10352	1	0.22269269	0.281	-1.2193993	-0.34243615	164.89	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
51179	1	0.67257342	0.406	0.4226188	0.17150474	38.07	HAO2	hydroxyacid oxidase 2
3284	1	0.77235196	0.421	-0.2892998	-0.12185048	24.57	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
105378935	1	0.07334646	0.381	-1.7906688	-0.68280629	34.08	LOC105378935	uncharacterized LOC105378935
3283	1	0.91036284	0.33	0.1125809	0.03711834	33.31	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
644242	1	0.77825533	0.328	-0.2815934	-0.09234983	166.38	LINC00622	long intergenic non-protein coding RNA 622
90874	1	0.4112979	0.17	0.8216118	0.13995394	650.09	ZNF697	zinc finger protein 697
26227	1	0.07615461	0.354	-1.7734474	-0.62752156	835.45	PHGDH	phosphoglycerate dehydrogenase
105378936	1	0.03842572	0.354	-2.0702844	-0.73246895	32.62	LOC105378936	replaced by ID 26227
4853	1	0.32460032	0.322	-0.9850484	-0.31679353	2985.75	NOTCH2	notch receptor 2
9554	1	0.61218959	0.314	-0.5069504	-0.15929555	1034.38	SEC22B	SEC22 homolog B, vesicle trafficking protein
107985522	1	0.14435631	0.58	1.4597591	0.8463553	99.53	LOC107985522	
105378941	1	0.23912405	0.572	1.177179	0.67286363	40.06	LOC105378941	
105378954	1	0.08930611	0.314	1.6990694	0.53360402	88.39	LOC105378954	
728841	1	0.04964031	0.383	1.9630505	0.75183972	727.59	NBPF8	NBPF member 8
107985523	1	0.74454977	0.404	-0.3258342	-0.13151802	14.18	LOC107985523	
767846	1	0.85511895	0.417	0.182591	0.07618923	61.58	PFN1P2	profilin 1 pseudogene 2
100996724	1	0.12274611	0.479	1.543349	0.73881217	5483.02	PDE4DIPP2	PDE4DIP pseudogene 2
107985524	1	0.54531674	0.267	-0.6047927	-0.161689	274.99	LOC107985524	uncharacterized LOC107985524
101929796	1	0.20668336	0.64	1.262738	0.80810948	69.36	NOTCH2NLR	notch 2 N-terminal like R
101060684	1	0.05294657	0.545	1.9353565	1.05500393	1069.75	NBPF26	NBPF member 26
728855	1	0.01634347	0.188	2.4011537	0.45069228	116.74	LINC00623	long intergenic non-protein coding RNA 623
100996720	1	0.05288624	0.37	1.9358487	0.71588369	19.51	LOC100996720	uncharacterized LOC100996720
105369199	1	0.49840292	0.318	0.6770048	0.21546988	39.18	LOC105369199	NBPF member 6 pseudogene
101929798	1	0.97671289	0.499	-0.0291902	-0.01457684	10.39	PDE4DIPP4	PDE4DIP pseudogene 4
106479023	1	0.16703653	0.35	1.3817889	0.4832448	66.38	H3P4	H3 histone pseudogene 4
2210	1	0.70574249	0.441	-0.3775802	-0.16657358	58.49	FCGR1BP	Fc gamma receptor Ib, pseudogene
100996318	1	0.41459507	0.332	-0.815834	-0.27072549	26.22	LOC100996318	uncharacterized LOC100996318
337875	1	0.06912378	0.298	1.8176099	0.54158207	49.68	H2BP1	H2B histone pseudogene 1
653820	1	0.29970574	0.46	1.0370646	0.47730902	9.12	FAM72B	family with sequence similarity 72 member B
653464	1	0.79028725	0.269	0.2659376	0.07166219	1188.47	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C
107985193	1	0.18560096	0.303	-1.3237052	-0.40082395	232.81	LOC107985193	uncharacterized LOC107985193
100873165	1	0.73930969	0.275	-0.3327676	-0.0914687	52.48	SRGAP2-AS1	SRGAP2 antisense RNA 1
107985194	1	0.51946445	0.352	-0.6441712	-0.22668342	95.56	LINC02798	long intergenic non-protein coding RNA 2798
647121	1	0.34484892	0.306	0.9446278	0.28913286	57.26	EMBP1	embigin pseudogene 1
101929814	1	0.94218942	0.618	-0.0725183	-0.04480362	13.56	LOC101929814	uncharacterized LOC101929814
105371175	1	0.68635496	0.423	-0.4038066	-0.17070195	13.37	LOC105371175	uncharacterized LOC105371175
107985200	1	0.80742243	0.367	-0.2437526	-0.08957705	48.84	LOC107985200	uncharacterized LOC107985200
107985201	1	0.73226397	0.439	0.3421155	0.15025381	35.55	LOC107985201	uncharacterized LOC107985201
26863	1	0.04508783	0.67	2.0038341	1.34266039	1669.95	RNVU1-18	RNA, variant U1 small nuclear 18
105369140	1	0.00872661	0.84	-2.6225825	-2.20353185	23.32	LOC105369140	NBPF member 6 pseudogene
199882	1	0.81531126	0.647	-0.2335797	-0.15107031	9.78	PDE4DIPP3	PDE4DIP pseudogene 3
338391	1	0.63380529	0.639	-0.4763777	-0.30444185	40.03	H2BP2	H2B histone pseudogene 2
100132417	1	0.66858868	0.71	-0.4280858	-0.30401544	45.15	FCGR1CP	Fc gamma receptor Ic, pseudogene
440686	1	0.69451712	0.535	-0.3927324	-0.21024907	91.09	H3-7	H3.7 histone (putative)
554282	1	0.68478416	0.434	0.4059434	0.17636513	14.63	FAM72C	family with sequence similarity 72 member C
100996712	1	0.69589522	0.385	-0.3908674	-0.15052669	379.14	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)
105371206	1	0.81208617	0.522	-0.2377356	-0.12406494	9.88	LOC105371206	uncharacterized LOC105371206
100996732	1	0.26023421	0.393	1.1258377	0.44300343	108.87	LINC02802	long intergenic non-protein coding RNA 2802
101927333	1	0.98054846	0.524	0.0243813	0.01276593	22.15	CH17-125A10.2	extensin
284565	1	0.10001137	0.489	1.6447985	0.8043679	504.27	NBPF15	NBPF member 15
105379574	1	0.69811378	0.682	-0.3878679	-0.26441407	558.21	LOC105379574	uncharacterized LOC105379574
101929826	1	0.94987729	0.502	-0.0628609	-0.03153438	22.69	LINC01632	long intergenic non-protein coding RNA 1632
645166	1	0.04585678	0.423	1.9967092	0.84420724	70.15	LSP1P5	LSP1 pseudogene 5
105371216	1	0.43920882	0.528	-0.7735299	-0.4081126	9.89	LOC105371216	uncharacterized LOC105371216
647135	1	0.84052502	0.28	0.201222	0.05642237	1101.45	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
107985595	1	0.29432159	0.281	-1.0486883	-0.29474388	101.64	LOC107985595	uncharacterized LOC107985595
728833	1	0.76407677	0.382	0.3001316	0.11472288	32.4	FAM72D	family with sequence similarity 72 member D
101929805	1	0.56294919	0.311	0.5784665	0.17967761	43.14	LOC101929805	myomegalin-like
103091866	1	0.1475493	0.22	1.4482423	0.31915252	144.59	LINC01145	long intergenic non-protein coding RNA 1145
100996740	1	0.12846951	0.304	1.520165	0.46181426	47.17	LOC100996740	uncharacterized LOC100996740
100288142	1	0.08597248	0.483	1.7170366	0.82897754	656.49	NBPF20	NBPF member 20
105371312	1	0.91031727	0.314	-0.1126384	-0.03542067	91.95	LOC105371312	uncharacterized LOC105371312
105371288	1	0.53049817	0.498	0.6272457	0.31256442	25.33	LOC105371288	uncharacterized LOC105371288
101929780	1	0.29219268	0.205	1.0533237	0.21576565	168.74	NBPF25P	NBPF member 25, pseudogene
653519	1	0.81742293	0.175	0.2308608	0.04040423	346.04	GPR89A	G protein-coupled receptor 89A
5174	1	0.36036285	0.318	0.9146739	0.29072318	115.48	PDZK1	PDZ domain containing 1
11126	1	0.7210811	0.388	0.3570143	0.13863027	50.62	CD160	CD160 molecule
27246	1	0.77297782	0.238	-0.288482	-0.06855293	1305.63	RNF115	ring finger protein 115
10623	1	0.339758	0.185	0.9546435	0.17666706	439.52	POLR3C	RNA polymerase III subunit C
200035	1	0.52587151	0.214	-0.6343208	-0.13572414	79.64	NUDT17	nudix hydrolase 17
10401	1	0.57483612	0.259	0.5609434	0.14547326	316.19	PIAS3	protein inhibitor of activated STAT 3
148741	1	0.21656687	0.337	1.2357087	0.41640153	166.63	ANKRD35	ankyrin repeat domain 35
8515	1	0.581229	0.383	0.5515904	0.21118041	138.64	ITGA10	integrin subunit alpha 10
8799	1	0.52889841	0.303	-0.6296885	-0.19102636	424.34	PEX11B	peroxisomal biogenesis factor 11 beta
9939	1	0.67413537	0.227	-0.4204793	-0.09549732	1006.16	RBM8A	RNA binding motif protein 8A
105371260	1	0.57288812	0.235	0.5638031	0.13274789	80.98	LIX1L-AS1	LIX1L antisense RNA 1
128077	1	0.56415044	0.297	-0.5766877	-0.17111828	363.76	LIX1L	limb and CNS expressed 1 like
84265	1	0.10568657	0.189	1.6178888	0.30577557	150.57	POLR3GL	RNA polymerase III subunit GL
284615	1	0.6585354	0.211	-0.4419362	-0.09328644	310.75	ANKRD34A	ankyrin repeat domain 34A
10628	1	0.54360813	0.45	-0.6073659	-0.27326105	3822.13	TXNIP	thioredoxin interacting protein
101928979	1	0.61172249	0.376	-0.5076163	-0.19102035	25.19	LINC01719	long intergenic non-protein coding RNA 1719
100132406	1	0.10733763	0.487	1.610276	0.7847807	1134.12	NBPF10	NBPF member 10
388677	1	0.69593101	0.332	-0.390819	-0.12957308	458.56	NOTCH2NLA	notch 2 N-terminal like A
170688	1	0.67398557	0.327	-0.4206844	-0.13746179	402.7	NUDT4P2	nudix hydrolase 4 pseudogene 2
102724364	1	0.00030325	0.722	3.6125049	2.60800557	6016.4	SEC22B4P	SEC22 homolog B4, pseudogene
105371242	1	0.50339844	0.434	0.6691521	0.29026217	14.27	PPIAL4H	peptidylprolyl isomerase A like 4H
100996756	1	0.7037754	0.496	0.380229	0.18846071	32.59	LOC100996756	uncharacterized LOC100996756
107985591	1	0.17125034	0.473	1.3681973	0.64728976	32.34	LOC107985591	
100288805	1	0.10097193	0.532	1.6401599	0.87214422	2227.41	HYDIN2	HYDIN axonemal central pair apparatus protein 2 (pseudogene)
149013	1	0.22805091	0.499	1.2053948	0.60182328	2041.45	NBPF12	NBPF member 12
728989	1	0.56367688	0.483	0.5773887	0.27915726	26.3	LOC728989	phosphodiesterase 4D interacting protein pseudogene
5565	1	0.96919765	0.428	-0.0386146	-0.01651831	933	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
9557	1	0.21807513	0.283	1.2316626	0.34829488	1033.47	CHD1L	chromodomain helicase DNA binding protein 1 like
171423	1	0.24466194	0.285	1.1634131	0.33172574	238.75	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1
2330	1	0.87736179	0.246	0.1543145	0.03798135	350.36	FMO5	flavin containing dimethylaniline monoxygenase 5
607	1	0.2237099	0.171	1.2167223	0.20753275	594.07	BCL9	BCL9 transcription coactivator
51205	1	0.72576158	0.258	0.3507691	0.09057227	443.09	ACP6	acid phosphatase 6, lysophosphatidic
2702	1	0.47446423	0.382	0.7152344	0.27298822	42.9	GJA5	gap junction protein alpha 5
51463	1	0.58748865	0.165	0.5424789	0.08960994	353.7	GPR89B	G protein-coupled receptor 89B
100034743	1	0.51814633	0.355	0.6462054	0.22971871	87.55	PDZK1P1	PDZ domain containing 1 pseudogene 1
105371228	1	0.51085449	0.325	0.6575077	0.21398772	85.06	LINC02804	long intergenic non-protein coding RNA 2804
26864	1	0.64309357	0.72	0.4633778	0.33384831	12557.46	RNVU1-7	RNA, variant U1 small nuclear 7
728920	1	0.07625828	0.594	1.7728216	1.05233738	41.84	PDE4DIPP1	PDE4DIP pseudogene 1
200030	1	0.15742074	0.421	1.4137996	0.59549376	799.18	NBPF11	NBPF member 11
105371227	1	0.61518101	0.265	0.5026917	0.13345822	50.17	LOC105371227	uncharacterized LOC105371227
101927468	1	0.53431268	0.264	-0.6214362	-0.16411254	146.97	LOC101927468	uncharacterized LOC101927468
105371226	1	0.64294641	0.471	0.4635832	0.21820743	13.73	LINC01731	long intergenic non-protein coding RNA 1731
284561	1	0.32516524	0.55	0.9838989	0.5412281	21.04	LINC02806	long intergenic non-protein coding RNA 2806
100847044	1	0.51499981	0.454	-0.6510723	-0.2958699	14.37	MIR5087	microRNA 5087
101954273	1	0.75826081	0.487	-0.3077655	-0.14984259	15.74	RNVU1-1	RNA, variant U1 small nuclear 1
100132057	1	0.9141507	0.264	0.1078046	0.02850584	176.02	PDE4DIPP6	PDE4DIP pseudogene 6
107985525	1	0.90366822	0.373	-0.1210288	-0.04511516	73.65	LOC107985525	replaced by ID 100132057
388685	1	0.51734727	0.188	0.6474399	0.12201815	204.75	LINC01138	long intergenic non-protein coding RNA 1138
105371224	1	0.95125715	0.407	0.0611281	0.02489471	729.35	LOC105371224	uncharacterized LOC105371224
25832	1	0.072833	0.518	1.7938758	0.92903507	1148.19	NBPF14	NBPF member 14
440672	1	0.73089985	0.331	-0.3439288	-0.11396658	472.59	NUDT4B	nudix hydrolase 4B
100996517	1	0.65290357	0.322	-0.4497322	-0.14493859	103.12	SEC22B3P	SEC22 homolog B3, pseudogene
9659	1	0.41410233	0.306	0.8166957	0.24999874	8014.2	PDE4DIP	phosphodiesterase 4D interacting protein
112268272	1	0.95340124	0.294	-0.0584361	-0.01716357	398.61	LOC112268272	uncharacterized LOC112268272
400818	1	0.09292733	0.482	1.6801541	0.80993761	483.83	NBPF9	NBPF member 9
653513	1	0.81825732	0.222	0.229787	0.05105131	659.71	LOC653513	phosphodiesterase 4D interacting protein-like
100996716	1	0.67792534	0.329	-0.4152958	-0.13653325	123.47	SEC22B2P	SEC22 homolog B2, pseudogene
100996717	1	0.61963169	0.342	-0.4963724	-0.16984953	593.68	NOTCH2NLC	notch 2 N-terminal like C
101060226	1	0.16894378	0.404	1.3756056	0.55640023	1471.91	NBPF19	NBPF member 19
57234	1	0.12984165	0.229	1.5147266	0.34746703	439.45	LINC00869	long intergenic non-protein coding RNA 869
644634	1	0.42401227	0.389	0.7994798	0.31129826	17.47	LOC644634	uncharacterized LOC644634
102723955	1	0.41425258	0.385	-0.8164329	-0.31456394	24.46	PDE4DIPP7	PDE4DIP pseudogene 7
440689	1	0.7848543	0.286	0.2729986	0.0781335	253.51	H2BC18	H2B clustered histone 18
112268237	1	0.90534122	0.34	0.1189169	0.040482	26.56	LOC112268237	
653604	1	0.78526639	0.572	-0.2724625	-0.1558763	23.1	H3C13	H3 clustered histone 13
8370	1	0.70255204	0.482	-0.3818778	-0.18391314	176.26	H4C14	H4 clustered histone 14
126961	1	0.9782259	0.498	-0.0272932	-0.01360113	19.14	H3C14	H3 clustered histone 14
8337	1	0.3498573	0.519	0.9348661	0.48510899	171.13	H2AC18	H2A clustered histone 18
337873	1	0.2177063	0.351	1.2326502	0.43261699	25.22	H2BC20P	H2B clustered histone 20, pseudogene
723790	1	0.39693705	0.521	0.8471042	0.44144375	184.05	H2AC19	H2A clustered histone 19
333932	1	0.84901876	0.531	-0.1903706	-0.10100045	18.52	H3C15	H3 clustered histone 15
112268238	1	0.67389341	0.527	-0.4208106	-0.22159849	147.25	LOC112268238	replaced by ID 554313
554313	1	0.69123649	0.481	-0.3971776	-0.19090446	168.78	H4C15	H4 clustered histone 15
8349	1	0.92174146	0.293	0.0982403	0.02882035	517.27	H2BC21	H2B clustered histone 21
8338	1	0.67573317	0.401	-0.4182926	-0.16769254	305.1	H2AC20	H2A clustered histone 20
317772	1	0.42964905	0.462	-0.7897923	-0.36472522	117.8	H2AC21	H2A clustered histone 21
51027	1	0.67043634	0.284	-0.4255492	-0.12077792	75.66	BOLA1	bolA family member 1
9900	1	0.92841689	0.295	-0.0898368	-0.02650381	3851.64	SV2A	synaptic vesicle glycoprotein 2A
10262	1	0.4283411	0.197	0.7920336	0.1561199	143.57	SF3B4	splicing factor 3b subunit 4
10903	1	0.47916317	0.224	0.7076491	0.15826005	201.23	MTMR11	myotubularin related protein 11
56957	1	0.92941434	0.268	-0.0885817	-0.02376488	1608.19	OTUD7B	OTU deubiquitinase 7B
105371427	1	0.68307894	0.262	0.4082653	0.1069229	41.49	LOC105371427	replaced by ID 56957
